TransactionNo,Items,DateTime,Daypart,DayType,User,Rating,Description,Category
5192,Bread,2017-01-23 12:18:34,Afternoon,Weekday,Tara,0,"A staple food made from flour, water, and yeast, often baked until golden brown with a soft interior.",Pure Veg
5193,Coffee,2017-01-23 12:19:52,Afternoon,Weekday,Gertrude,4,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine.",Beverages
5194,Sandwich,2017-01-23 12:30:13,Afternoon,Weekday,Lillian,0,"Layers of bread filled with meats, cheeses, vegetables, and condiments, offering a portable and satisfying meal option.",Sandwiches
5194,Cake,2017-01-23 12:30:13,Afternoon,Weekday,Ethan,4,"Sweet baked goods made from a mixture of flour, sugar, eggs, and butter or oil, often flavored with extracts, fruits, or spices.",Pure Veg
5194,Hot chocolate,2017-01-23 12:30:13,Afternoon,Weekday,Gina,0,"Though not a cake in the traditional sense, hot chocolate complements cakes well, offering a warm and indulgent beverage often topped with whipped cream or marshmallows.",Beverages
5195,Farm House,2017-01-23 12:32:19,Afternoon,Weekday,Brett,2,"Rustic cakes reminiscent of farmhouse baking, featuring simple, wholesome ingredients like oats, nuts, and dried fruits.",Pure Veg
5195,Pastry,2017-01-23 12:32:19,Afternoon,Weekday,Tommy,5,"Delicate, flaky pastries filled with sweet or savory ingredients, ranging from fruit to cheese and meats.",Pure Veg
5196,Coffee,2017-01-23 12:33:14,Afternoon,Weekday,Sarah,0,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine.",Beverages
5196,Soup,2017-01-23 12:33:14,Afternoon,Weekday,Emma,2,"Warm, comforting soups served alongside cakes for a satisfying meal.",Pure Veg
5197,Soup,2017-01-23 12:37:16,Afternoon,Weekday,Julian,1,"Warm, comforting soups served alongside cakes for a satisfying meal.",Pure Veg
5197,Bread,2017-01-23 12:37:16,Afternoon,Weekday,Beth,4,"A staple food made from flour, water, and yeast, often baked until golden brown with a soft interior.",Pure Veg
5198,Tea,2017-01-23 12:42:18,Afternoon,Weekday,Ricky,3,"Cakes perfect for pairing with a cup of tea, offering a balance of sweetness and lightness.",Beverages
5198,Tea,2017-01-23 12:42:18,Afternoon,Weekday,Jacqueline,2,"Cakes perfect for pairing with a cup of tea, offering a balance of sweetness and lightness.",Beverages
5199,Cake,2017-01-23 12:45:14,Afternoon,Weekday,Victor,2,"Sweet baked goods made from a mixture of flour, sugar, eggs, and butter or oil, often flavored with extracts, fruits, or spices.",Pure Veg
5199,Frittata,2017-01-23 12:45:14,Afternoon,Weekday,Nicole,5,"Italian egg-based dishes similar to omelets, often filled with vegetables, cheese, and meats.",Pure Veg
5200,Tea,2017-01-23 12:47:22,Afternoon,Weekday,Kirk,1,"Cakes perfect for pairing with a cup of tea, offering a balance of sweetness and lightness.",Beverages
5200,Coffee,2017-01-23 12:47:22,Afternoon,Weekday,Ellis,4,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine.",Beverages
5200,Cake,2017-01-23 12:47:22,Afternoon,Weekday,Beverly,0,"Sweet baked goods made from a mixture of flour, sugar, eggs, and butter or oil, often flavored with extracts, fruits, or spices.",Pure Veg
5201,Cookies,2017-01-23 12:55:14,Afternoon,Weekday,Liz,3,"Bite-sized baked treats with endless variations, from chewy chocolate chip to delicate shortbread.",Pure Veg
5201,Cake,2017-01-23 12:55:14,Afternoon,Weekday,Lawrence,5,"Sweet baked goods made from a mixture of flour, sugar, eggs, and butter or oil, often flavored with extracts, fruits, or spices.",Pure Veg
5202,Tea,2017-01-23 12:55:51,Afternoon,Weekday,Shelley,3,"Cakes perfect for pairing with a cup of tea, offering a balance of sweetness and lightness.",Beverages
5202,Cake,2017-01-23 12:55:51,Afternoon,Weekday,Olivia,1,"Sweet baked goods made from a mixture of flour, sugar, eggs, and butter or oil, often flavored with extracts, fruits, or spices.",Pure Veg
5202,Cake,2017-01-23 12:55:51,Afternoon,Weekday,Agnes,2,"Sweet baked goods made from a mixture of flour, sugar, eggs, and butter or oil, often flavored with extracts, fruits, or spices.",Pure Veg
5203,Cake,2017-01-23 12:57:59,Afternoon,Weekday,Debbie,0,"Sweet baked goods made from a mixture of flour, sugar, eggs, and butter or oil, often flavored with extracts, fruits, or spices.",Pure Veg
5204,Cookies,2017-01-23 13:01:44,Afternoon,Weekday,Linda,1,"Bite-sized baked treats with endless variations, from chewy chocolate chip to delicate shortbread.",Pure Veg
5205,Cake,2017-01-23 13:06:52,Afternoon,Weekday,Julie,2,"Sweet baked goods made from a mixture of flour, sugar, eggs, and butter or oil, often flavored with extracts, fruits, or spices.",Pure Veg
5205,Cookies,2017-01-23 13:06:52,Afternoon,Weekday,Reginald,4,"Bite-sized baked treats with endless variations, from chewy chocolate chip to delicate shortbread.",Pure Veg
5205,Sandwich,2017-01-23 13:06:52,Afternoon,Weekday,Colleen,5,"Layers of bread filled with meats, cheeses, vegetables, and condiments, offering a portable and satisfying meal option.",Sandwiches
5205,Soup,2017-01-23 13:06:52,Afternoon,Weekday,Martin,5,"Warm, comforting soups served alongside cakes for a satisfying meal.",Pure Veg
5205,Coffee,2017-01-23 13:06:52,Afternoon,Weekday,Bobby,0,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine.",Beverages
5205,Tea,2017-01-23 13:06:52,Afternoon,Weekday,Vanessa,4,"Cakes perfect for pairing with a cup of tea, offering a balance of sweetness and lightness.",Beverages
5206,Tea,2017-01-23 13:08:49,Afternoon,Weekday,Ruben,0,"Cakes perfect for pairing with a cup of tea, offering a balance of sweetness and lightness.",Beverages
5206,Cookies,2017-01-23 13:08:49,Afternoon,Weekday,Sidney,4,"Bite-sized baked treats with endless variations, from chewy chocolate chip to delicate shortbread.",Pure Veg
5207,Bread,2017-01-23 13:28:37,Afternoon,Weekday,Marc,0,"A staple food made from flour, water, and yeast, often baked until golden brown with a soft interior.",Pure Veg
5208,Sandwich,2017-01-23 13:42:43,Afternoon,Weekday,Alicia,3,"Layers of bread filled with meats, cheeses, vegetables, and condiments, offering a portable and satisfying meal option.",Sandwiches
5208,Sandwich,2017-01-23 13:42:43,Afternoon,Weekday,Warren,0,"Layers of bread filled with meats, cheeses, vegetables, and condiments, offering a portable and satisfying meal option.",Sandwiches
5208,Almond,2017-01-23 13:42:43,Afternoon,Weekday,Kathryn,3,A popular carbonated beverage often served alongside cakes to provide a sweet and fizzy contrast.,Pure Veg
5208,Cake,2017-01-23 13:42:43,Afternoon,Weekday,Ellen,5,"Sweet baked goods made from a mixture of flour, sugar, eggs, and butter or oil, often flavored with extracts, fruits, or spices.",Pure Veg
5208,Crisps,2017-01-23 13:42:43,Afternoon,Weekday,Helen,5,"Thin slices of potato fried until crisp and golden brown, often served as a savory snack alongside cakes and sandwiches.",Pure Veg
5209,Coffee,2017-01-23 13:44:04,Afternoon,Weekday,Frank,0,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine.",Beverages
5209,Soup,2017-01-23 13:44:04,Afternoon,Weekday,Hugh,0,"Warm, comforting soups served alongside cakes for a satisfying meal.",Pure Veg
5210,Spanish Brunch,2017-01-23 13:50:22,Afternoon,Weekday,Isaac,2,"A leisurely mid-morning meal featuring a variety of Spanish dishes, such as tortilla espanola, chorizo, and pan con tomate.",Pure Veg
5210,Tea,2017-01-23 13:50:22,Afternoon,Weekday,Melinda,5,"Cakes perfect for pairing with a cup of tea, offering a balance of sweetness and lightness.",Beverages
5210,Bread,2017-01-23 13:50:22,Afternoon,Weekday,Neil,2,"A staple food made from flour, water, and yeast, often baked until golden brown with a soft interior.",Pure Veg
5210,Cake,2017-01-23 13:50:22,Afternoon,Weekday,Gerald,3,"Sweet baked goods made from a mixture of flour, sugar, eggs, and butter or oil, often flavored with extracts, fruits, or spices.",Pure Veg
5211,Coffee,2017-01-23 13:51:56,Afternoon,Weekday,Ted,1,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine.",Beverages
5212,Bread,2017-01-23 13:55:28,Afternoon,Weekday,Joyce,5,"A staple food made from flour, water, and yeast, often baked until golden brown with a soft interior.",Pure Veg
5213,Coffee,2017-01-23 14:08:42,Afternoon,Weekday,Arthur,2,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine.",Beverages
5214,Coffee,2017-01-23 14:12:06,Afternoon,Weekday,Bobby,4,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine.",Beverages
5215,Coffee,2017-01-23 14:22:59,Afternoon,Weekday,Manuel,3,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine.",Beverages
5215,Bread,2017-01-23 14:22:59,Afternoon,Weekday,Sherry,0,"A staple food made from flour, water, and yeast, often baked until golden brown with a soft interior.",Pure Veg
5216,Bread,2017-01-23 14:57:54,Afternoon,Weekday,Samuel,2,"A staple food made from flour, water, and yeast, often baked until golden brown with a soft interior.",Pure Veg
5216,Coffee,2017-01-23 14:57:54,Afternoon,Weekday,Sean,0,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine.",Beverages
5216,Cake,2017-01-23 14:57:54,Afternoon,Weekday,Dave,0,"Sweet baked goods made from a mixture of flour, sugar, eggs, and butter or oil, often flavored with extracts, fruits, or spices.",Pure Veg
5217,Coffee,2017-01-23 15:04:17,Afternoon,Weekday,Arthur,2,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine.",Beverages
5217,Coffee,2017-01-23 15:04:17,Afternoon,Weekday,Cindy,5,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine.",Beverages
5217,Medialuna,2017-01-23 15:04:17,Afternoon,Weekday,Jacqueline,3,"A crescent-shaped pastry originating from Argentina, often sweetened and glazed.",Pure Veg
5218,Cake,2017-01-23 15:14:50,Afternoon,Weekday,George,4,"Sweet baked goods made from a mixture of flour, sugar, eggs, and butter or oil, often flavored with extracts, fruits, or spices.",Pure Veg
5219,Soup,2017-01-23 15:25:23,Afternoon,Weekday,Nicole,1,"Warm, comforting soups served alongside cakes for a satisfying meal.",Pure Veg
5219,Coffee,2017-01-23 15:25:23,Afternoon,Weekday,Mack,3,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine.",Beverages
5219,Coffee,2017-01-23 15:25:23,Afternoon,Weekday,Rose,3,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine.",Beverages
5219,Coffee,2017-01-23 15:25:23,Afternoon,Weekday,Christopher,4,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine.",Beverages
5219,Cake,2017-01-23 15:25:23,Afternoon,Weekday,Irvin,1,"Sweet baked goods made from a mixture of flour, sugar, eggs, and butter or oil, often flavored with extracts, fruits, or spices.",Pure Veg
5220,Alfajores,2017-01-23 15:33:08,Afternoon,Weekday,Curtis,1,"Traditional South American cookies made from delicate shortbread filled with dulce de leche or jam, often coated in powdered sugar or dipped in chocolate.",Desserts
5220,Coffee,2017-01-23 15:33:08,Afternoon,Weekday,Isabella,2,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine.",Beverages
5221,Coffee,2017-01-23 15:46:26,Afternoon,Weekday,Owen,0,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine.",Beverages
5221,Chicken Stew,2017-01-23 15:46:26,Afternoon,Weekday,Emma,2,"Hearty and comforting stews made with tender chicken, vegetables, and aromatic herbs, perfect for warming up on cold days.",Pure Veg
5221,Juice,2017-01-23 15:46:26,Afternoon,Weekday,Irvin,4,Refreshing fruit or vegetable juices served alongside cakes to provide a burst of flavor and hydration.,Beverages
5222,Coffee,2017-01-23 16:14:49,Afternoon,Weekday,Steve,1,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine.",Beverages
5222,Hot chocolate,2017-01-23 16:14:49,Afternoon,Weekday,Claire,5,"Though not a cake in the traditional sense, hot chocolate complements cakes well, offering a warm and indulgent beverage often topped with whipped cream or marshmallows.",Beverages
5222,Cake,2017-01-23 16:14:49,Afternoon,Weekday,Amy,3,"Sweet baked goods made from a mixture of flour, sugar, eggs, and butter or oil, often flavored with extracts, fruits, or spices.",Pure Veg
5223,Cookies,2017-01-23 16:18:06,Afternoon,Weekday,Samuel,4,"Bite-sized baked treats with endless variations, from chewy chocolate chip to delicate shortbread.",Pure Veg
5223,Hot chocolate,2017-01-23 16:18:06,Afternoon,Weekday,April,1,"Though not a cake in the traditional sense, hot chocolate complements cakes well, offering a warm and indulgent beverage often topped with whipped cream or marshmallows.",Beverages
5223,Tea,2017-01-23 16:18:06,Afternoon,Weekday,Chris,0,"Cakes perfect for pairing with a cup of tea, offering a balance of sweetness and lightness.",Beverages
5223,Toast,2017-01-23 16:18:06,Afternoon,Weekday,Danny,5,"Slices of bread toasted until golden brown and crisp, often served with butter, jam, or other toppings for breakfast or snacks.",Sandwiches
5224,Coffee,2017-01-23 16:39:19,Afternoon,Weekday,Marian,5,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine.",Beverages
5225,Hot chocolate,2017-01-23 16:40:15,Afternoon,Weekday,Gregory,4,"Though not a cake in the traditional sense, hot chocolate complements cakes well, offering a warm and indulgent beverage often topped with whipped cream or marshmallows.",Beverages
5225,Coffee,2017-01-23 16:40:15,Afternoon,Weekday,Ingrid,3,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine.",Beverages
5225,Coffee,2017-01-23 16:40:15,Afternoon,Weekday,Jennifer,3,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine.",Beverages
5225,Cake,2017-01-23 16:40:15,Afternoon,Weekday,Seth,5,"Sweet baked goods made from a mixture of flour, sugar, eggs, and butter or oil, often flavored with extracts, fruits, or spices.",Pure Veg
5225,Cookies,2017-01-23 16:40:15,Afternoon,Weekday,Erik,5,"Bite-sized baked treats with endless variations, from chewy chocolate chip to delicate shortbread.",Pure Veg
5226,Hot chocolate,2017-01-23 16:51:22,Afternoon,Weekday,Kimberly,2,"Though not a cake in the traditional sense, hot chocolate complements cakes well, offering a warm and indulgent beverage often topped with whipped cream or marshmallows.",Beverages
5226,Cake,2017-01-23 16:51:22,Afternoon,Weekday,Julia,4,"Sweet baked goods made from a mixture of flour, sugar, eggs, and butter or oil, often flavored with extracts, fruits, or spices.",Pure Veg
